shipment_id,customer_name,origin_city,destination_city,service_type,weight_kg,shipment_date,delivery_date,cost_inr,status
SHP00941,Suraksha Diagnostics,Lucknow,Bengaluru,HC GOLD,20.34,2026-02-14,2026-02-21,2644.15,Delivered
SHP00942,CORE Diagnostics,Hyderabad,Kolkata,HC GOLD,2.84,2026-06-28,2026-06-29,320.18,Delivered
SHP00943,Metropolis Healthcare,Chandigarh,Pune,HC GOLD,2.14,2026-02-25,2026-03-01,266.61,Delivered
SHP00944,Tata 1mg,Chennai,Gurugram,HC GOLD,19.6,2026-04-15,2026-04-19,2414.37,Delivered
SHP00945,Tata 1mg,Hyderabad,Delhi,HC GOLD,17.05,2026-04-29,2026-05-03,2279.13,Delivered
SHP00946,CryoViva India,Kolkata,Delhi,NFO,17.87,2026-02-04,2026-02-12,1551.14,Delayed
SHP00947,Pathkind Labs,Gurugram,Noida,HC GOLD,17.98,2026-04-23,2026-04-25,2395.78,Delivered
SHP00948,Dr Lal PathLabs,Noida,Delhi,NFO,7.71,2026-05-17,2026-05-22,700.8,Delivered
SHP00949,Healthians,Noida,Pune,NFO,18.0,2026-06-22,2026-06-27,1395.27,Delivered
SHP00950,Tata 1mg,Chandigarh,Pune,NFO,8.05,2026-01-14,2026-01-21,747.05,Delivered
SHP00951,Redcliffe Labs,Mumbai,Kolkata,NFO,0.89,2026-01-08,2026-01-09,80.94,Delivered
SHP00952,Tata 1mg,Gurugram,Bengaluru,HC GOLD,20.85,2026-02-12,2026-02-14,2319.16,Delivered
SHP00953,Pathkind Labs,Chennai,Kolkata,HC GOLD,15.8,2026-05-19,2026-05-24,1756.59,Delivered
SHP00954,CryoViva India,Chennai,Noida,NFO,8.25,2026-04-10,2026-04-15,774.02,Delivered
SHP00955,Healthians,Chandigarh,Ahmedabad,NFO,22.19,2026-04-16,,1979.92,In Transit
SHP00956,Dr Lal PathLabs,Gurugram,Ahmedabad,NFO,24.0,2026-06-03,2026-06-11,2181.73,Delayed
SHP00957,Healthians,Lucknow,Noida,NFO,19.16,2026-06-26,,1737.05,In Transit
SHP00958,CryoViva India,Gurugram,Kolkata,HC GOLD,14.83,2026-04-08,2026-04-16,1825.61,Delayed
SHP00959,Redcliffe Labs,Lucknow,Delhi,NFO,19.09,2026-02-01,2026-02-04,1767.57,Delivered
SHP00960,CryoViva India,Ahmedabad,Gurugram,NFO,12.72,2026-02-21,2026-02-24,1037.43,Delivered
SHP00961,Oncquest Labs,Lucknow,Ahmedabad,HC GOLD,8.55,2026-03-13,2026-03-18,1057.0,Delayed
SHP00962,Metropolis Healthcare,Kolkata,Lucknow,HC GOLD,6.11,2026-03-26,2026-03-30,826.07,Delivered
SHP00963,Redcliffe Labs,Chandigarh,Mumbai,HC GOLD,9.85,2026-03-24,2026-03-26,1082.89,Delivered
SHP00964,Redcliffe Labs,Hyderabad,Gurugram,NFO,24.8,2026-02-22,2026-02-27,2335.25,Delivered
SHP00965,Pathkind Labs,Mumbai,Bengaluru,NFO,18.26,2026-03-21,2026-03-26,1491.93,Delayed
SHP00966,Redcliffe Labs,Noida,Chandigarh,NFO,14.62,2026-06-12,2026-06-14,1267.92,Delivered
SHP00967,Suraksha Diagnostics,Chennai,Hyderabad,NFO,11.31,2026-05-10,2026-05-20,1047.95,Delayed
SHP00968,Suraksha Diagnostics,Hyderabad,Delhi,NFO,2.54,2026-03-18,2026-03-26,224.15,Delayed
SHP00969,Suraksha Diagnostics,Noida,Chennai,NFO,11.61,2026-04-07,2026-04-17,905.91,Delayed
SHP00970,Redcliffe Labs,Noida,Pune,NFO,5.15,2026-01-04,2026-01-13,447.76,Delayed
SHP00971,Healthians,Kolkata,Hyderabad,NFO,8.04,2026-05-31,2026-06-01,784.62,Delivered
SHP00972,Dr Lal PathLabs,Gurugram,Hyderabad,NFO,19.19,2026-03-07,2026-03-15,1726.97,Delayed
SHP00973,Suraksha Diagnostics,Chennai,Delhi,HC SILVER,18.52,2026-03-04,2026-03-08,1742.43,Delivered
SHP00974,CryoViva India,Lucknow,Chandigarh,HC GOLD,16.31,2026-03-08,2026-03-13,1833.59,Delivered
SHP00975,Dr Lal PathLabs,Mumbai,Chandigarh,HC SILVER,21.12,2026-01-04,,1852.06,In Transit
SHP00976,Suraksha Diagnostics,Lucknow,Kolkata,HC GOLD,24.37,2026-01-21,2026-01-26,2753.19,Delivered
SHP00977,Metropolis Healthcare,Kolkata,Bengaluru,HC GOLD,13.56,2026-04-08,2026-04-13,1770.58,Delivered
SHP00978,Tata 1mg,Lucknow,Gurugram,HC GOLD,19.53,2026-03-30,2026-04-01,2654.14,Delivered
SHP00979,CryoViva India,Kolkata,Bengaluru,HC SILVER,20.5,2026-01-01,2026-01-02,1956.19,Delivered
SHP00980,Metropolis Healthcare,Kolkata,Lucknow,HC GOLD,4.68,2026-04-06,2026-04-11,533.24,Delayed
SHP00981,Tata 1mg,Noida,Ahmedabad,NFO,20.45,2026-02-17,2026-02-19,1916.06,Delivered
SHP00982,Suraksha Diagnostics,Mumbai,Chennai,NFO,22.87,2026-01-28,2026-01-30,1933.13,Delivered
SHP00983,Healthians,Bengaluru,Gurugram,NFO,6.25,2026-05-05,2026-05-07,566.49,Delivered
SHP00984,Redcliffe Labs,Delhi,Noida,HC GOLD,0.68,2026-06-04,,78.86,In Transit
SHP00985,Healthians,Hyderabad,Pune,HC GOLD,8.75,2026-06-24,2026-06-27,1192.01,Delivered
SHP00986,Suraksha Diagnostics,Chandigarh,Kolkata,HC GOLD,24.39,2026-03-26,2026-03-27,3145.07,Delivered
SHP00987,CryoViva India,Lucknow,Noida,HC GOLD,21.79,2026-03-13,2026-03-15,2801.88,Delivered
SHP00988,Suraksha Diagnostics,Hyderabad,Ahmedabad,HC GOLD,0.58,2026-06-13,2026-06-16,77.84,Delivered
SHP00989,Oncquest Labs,Lucknow,Chennai,NFO,12.37,2026-06-06,2026-06-07,1191.16,Delivered
SHP00990,Tata 1mg,Hyderabad,Lucknow,HC GOLD,7.7,2026-02-19,,951.73,In Transit
SHP00991,CryoViva India,Ahmedabad,Pune,NFO,20.02,2026-03-19,,1730.12,In Transit
SHP00992,Oncquest Labs,Hyderabad,Gurugram,HC GOLD,6.4,2026-02-24,,872.49,In Transit
SHP00993,Tata 1mg,Lucknow,Gurugram,NFO,18.04,2026-02-11,2026-02-14,1464.54,Delivered
SHP00994,Oncquest Labs,Bengaluru,Lucknow,HC SILVER,16.93,2026-06-20,2026-06-27,1483.88,Delayed
SHP00995,Redcliffe Labs,Lucknow,Chennai,HC SILVER,19.28,2026-06-03,2026-06-08,1821.07,Delayed
SHP00996,Pathkind Labs,Lucknow,Kolkata,HC SILVER,11.21,2026-03-01,2026-03-04,988.11,Delivered
SHP00997,Redcliffe Labs,Chennai,Chandigarh,HC GOLD,3.34,2026-04-05,,392.12,In Transit
SHP00998,CryoViva India,Kolkata,Chandigarh,NFO,14.96,2026-02-18,2026-02-22,1260.48,Delivered
SHP00999,Pathkind Labs,Chandigarh,Noida,HC GOLD,14.97,2026-01-28,2026-02-01,1823.62,Delivered
SHP01000,Redcliffe Labs,Noida,Chennai,NFO,11.67,2026-06-03,2026-06-06,1103.33,Delivered
SHP01001,Dr Lal PathLabs,Lucknow,Delhi,NFO,12.81,2026-06-26,2026-06-27,1172.29,Delivered
SHP01002,Redcliffe Labs,Hyderabad,Lucknow,NFO,17.75,2026-04-07,,1483.53,In Transit
SHP01003,Redcliffe Labs,Lucknow,Mumbai,HC GOLD,1.79,2026-02-15,2026-02-24,209.38,Delayed
SHP01004,CryoViva India,Chandigarh,Noida,HC GOLD,8.77,2026-06-23,2026-06-27,1050.05,Delivered
SHP01005,Metropolis Healthcare,Pune,Bengaluru,HC GOLD,5.28,2026-05-21,2026-05-28,707.39,Delivered
SHP01006,Oncquest Labs,Delhi,Chennai,HC GOLD,14.64,2026-04-24,2026-04-28,1673.25,Delivered
SHP01007,CryoViva India,Lucknow,Mumbai,NFO,21.48,2026-01-27,2026-01-29,1838.17,Delivered
SHP01008,Tata 1mg,Noida,Delhi,NFO,12.11,2026-01-14,2026-01-19,1079.12,Delayed
SHP01009,Suraksha Diagnostics,Noida,Lucknow,NFO,3.41,2026-04-12,2026-04-16,330.03,Delivered
SHP01010,Tata 1mg,Chandigarh,Kolkata,HC GOLD,21.69,2026-06-16,2026-06-20,2632.16,Delivered
SHP01011,Tata 1mg,Delhi,Noida,NFO,12.49,2026-06-21,2026-06-29,1217.54,Delivered
SHP01012,Tata 1mg,Hyderabad,Bengaluru,HC GOLD,4.94,2026-05-04,2026-05-08,548.26,Delivered
SHP01013,CORE Diagnostics,Gurugram,Ahmedabad,NFO,17.67,2026-04-11,,1553.17,In Transit
SHP01014,Tata 1mg,Pune,Hyderabad,HC GOLD,14.83,2026-06-16,,1936.64,In Transit
SHP01015,CORE Diagnostics,Chandigarh,Gurugram,HC SILVER,17.53,2026-01-02,2026-01-07,1550.04,Delivered
SHP01016,Redcliffe Labs,Noida,Chandigarh,HC GOLD,2.65,2026-03-07,2026-03-08,326.44,Delivered
SHP01017,CORE Diagnostics,Chennai,Ahmedabad,NFO,23.66,2026-01-01,2026-01-06,2264.81,Delivered
SHP01018,Pathkind Labs,Bengaluru,Lucknow,NFO,14.64,2026-06-27,2026-07-04,1308.54,Delayed
SHP01019,Tata 1mg,Pune,Mumbai,HC GOLD,1.6,2026-01-10,2026-01-12,212.77,Delivered
SHP01020,Pathkind Labs,Noida,Chandigarh,NFO,9.3,2026-02-02,2026-02-09,762.97,Delivered
SHP01021,Suraksha Diagnostics,Chandigarh,Noida,NFO,23.65,2026-06-23,2026-06-30,2078.55,Delayed
SHP01022,Metropolis Healthcare,Gurugram,Lucknow,HC SILVER,17.57,2026-02-19,2026-02-28,1754.67,Delayed
SHP01023,Healthians,Kolkata,Noida,HC SILVER,11.12,2026-01-07,2026-01-13,1091.12,Delivered
SHP01024,Suraksha Diagnostics,Chandigarh,Pune,NFO,16.18,2026-04-03,,1331.72,In Transit
SHP01025,CryoViva India,Mumbai,Chennai,NFO,24.5,2026-02-26,2026-03-02,1938.55,Delivered
SHP01026,Dr Lal PathLabs,Pune,Bengaluru,HC SILVER,12.5,2026-05-16,2026-05-25,1325.67,Delayed
SHP01027,Dr Lal PathLabs,Pune,Bengaluru,NFO,1.68,2026-03-23,2026-03-27,154.98,Delivered
SHP01028,Dr Lal PathLabs,Pune,Ahmedabad,HC SILVER,10.36,2026-06-01,2026-06-06,1061.27,Delivered
SHP01029,CORE Diagnostics,Chandigarh,Noida,NFO,18.52,2026-01-14,2026-01-20,1683.69,Delayed
SHP01030,CORE Diagnostics,Kolkata,Pune,NFO,9.17,2026-04-30,2026-05-05,784.86,Delivered
SHP01031,Metropolis Healthcare,Lucknow,Mumbai,HC GOLD,2.63,2026-03-20,,308.71,In Transit
SHP01032,Tata 1mg,Gurugram,Lucknow,NFO,6.38,2026-01-24,2026-01-28,499.54,Delayed
SHP01033,Oncquest Labs,Bengaluru,Ahmedabad,HC SILVER,0.76,2026-04-19,2026-04-27,73.64,Delayed
SHP01034,Pathkind Labs,Pune,Lucknow,HC GOLD,10.43,2026-06-07,,1359.84,In Transit
SHP01035,Pathkind Labs,Lucknow,Kolkata,HC GOLD,6.48,2026-06-19,2026-06-30,708.07,Delayed
SHP01036,Pathkind Labs,Hyderabad,Noida,HC SILVER,4.78,2026-04-04,2026-04-10,516.82,Delayed
SHP01037,Suraksha Diagnostics,Kolkata,Pune,NFO,24.26,2026-03-28,,2133.82,In Transit
SHP01038,Metropolis Healthcare,Gurugram,Chennai,NFO,6.99,2026-01-01,2026-01-08,672.74,Delivered
SHP01039,CryoViva India,Chandigarh,Pune,HC SILVER,22.37,2026-05-05,2026-05-08,2087.19,Delivered
SHP01040,CryoViva India,Chennai,Gurugram,NFO,18.2,2026-04-13,2026-04-18,1468.7,Delivered
SHP01041,CORE Diagnostics,Pune,Ahmedabad,NFO,22.87,2026-01-02,,2068.67,In Transit
SHP01042,Suraksha Diagnostics,Mumbai,Pune,NFO,9.43,2026-02-16,,775.4,In Transit
SHP01043,Oncquest Labs,Hyderabad,Lucknow,NFO,9.17,2026-04-22,2026-04-23,839.71,Delivered
SHP01044,Metropolis Healthcare,Gurugram,Bengaluru,NFO,10.17,2026-03-26,2026-03-27,982.96,Delivered
SHP01045,Tata 1mg,Chandigarh,Bengaluru,NFO,13.98,2026-06-24,2026-06-26,1301.29,Delivered
SHP01046,Suraksha Diagnostics,Kolkata,Ahmedabad,NFO,23.96,2026-01-06,2026-01-08,1839.89,Delivered
SHP01047,CryoViva India,Chandigarh,Mumbai,HC GOLD,8.88,2026-06-02,2026-06-03,1034.22,Delivered
SHP01048,Redcliffe Labs,Gurugram,Hyderabad,HC GOLD,18.37,2026-02-17,2026-02-19,2460.2,Delivered
SHP01049,Suraksha Diagnostics,Lucknow,Mumbai,NFO,17.81,2026-01-27,2026-02-04,1433.87,Delayed
SHP01050,CORE Diagnostics,Ahmedabad,Lucknow,NFO,3.74,2026-01-10,2026-01-13,319.99,Delivered
SHP01051,Tata 1mg,Ahmedabad,Mumbai,HC SILVER,9.82,2026-05-15,2026-05-21,891.33,Delayed
SHP01052,CryoViva India,Kolkata,Pune,HC GOLD,16.27,2026-03-19,2026-03-20,2217.44,Delivered
SHP01053,Redcliffe Labs,Lucknow,Kolkata,NFO,1.67,2026-01-11,2026-01-12,139.17,Delivered
SHP01054,Metropolis Healthcare,Bengaluru,Pune,HC SILVER,2.97,2026-02-17,2026-02-20,275.4,Delivered
SHP01055,CryoViva India,Gurugram,Lucknow,HC GOLD,19.38,2026-02-03,2026-02-06,2303.15,Delivered
SHP01056,Dr Lal PathLabs,Ahmedabad,Pune,NFO,16.43,2026-02-23,2026-03-01,1302.45,Delivered
SHP01057,Tata 1mg,Lucknow,Ahmedabad,NFO,24.22,2026-06-17,2026-06-19,2329.16,Delivered
SHP01058,Dr Lal PathLabs,Gurugram,Ahmedabad,NFO,18.27,2026-02-21,2026-03-01,1414.66,Delayed
SHP01059,Pathkind Labs,Mumbai,Hyderabad,HC GOLD,22.34,2026-05-24,2026-05-27,2893.47,Delivered
SHP01060,Oncquest Labs,Kolkata,Gurugram,NFO,23.32,2026-05-09,2026-05-10,2129.23,Delivered
SHP01061,CryoViva India,Noida,Chennai,HC SILVER,1.99,2026-06-27,2026-07-04,193.54,Delayed
SHP01062,Tata 1mg,Pune,Ahmedabad,NFO,18.89,2026-04-09,,1601.73,In Transit
SHP01063,Redcliffe Labs,Ahmedabad,Bengaluru,NFO,4.42,2026-02-25,2026-03-04,420.7,Delayed
SHP01064,Pathkind Labs,Pune,Hyderabad,HC GOLD,13.36,2026-03-19,2026-03-21,1664.18,Delivered
SHP01065,CryoViva India,Noida,Bengaluru,HC GOLD,7.65,2026-06-13,2026-06-15,888.26,Delivered
SHP01066,Redcliffe Labs,Delhi,Lucknow,HC SILVER,5.64,2026-01-30,2026-02-04,566.97,Delayed
SHP01067,Tata 1mg,Chennai,Kolkata,HC SILVER,22.16,2026-03-09,2026-03-11,2049.88,Delivered
SHP01068,CryoViva India,Delhi,Lucknow,HC SILVER,5.87,2026-03-13,2026-03-15,576.8,Delivered
SHP01069,Suraksha Diagnostics,Ahmedabad,Gurugram,HC SILVER,6.8,2026-06-10,2026-06-18,713.32,Delayed
SHP01070,Metropolis Healthcare,Mumbai,Kolkata,NFO,15.93,2026-04-12,2026-04-17,1365.53,Delivered
SHP01071,Tata 1mg,Noida,Pune,NFO,11.76,2026-02-15,2026-02-22,1135.38,Delayed
SHP01072,Metropolis Healthcare,Noida,Lucknow,NFO,4.49,2026-02-15,2026-02-25,361.41,Delayed
SHP01073,Suraksha Diagnostics,Noida,Gurugram,NFO,22.77,2026-04-14,2026-04-21,1808.34,Delayed
SHP01074,Tata 1mg,Delhi,Chandigarh,NFO,1.01,2026-01-04,2026-01-06,83.01,Delivered
SHP01075,CryoViva India,Chandigarh,Ahmedabad,HC GOLD,0.73,2026-01-28,2026-02-06,97.51,Delayed
SHP01076,CORE Diagnostics,Gurugram,Bengaluru,NFO,14.29,2026-04-24,2026-04-26,1140.1,Delivered
SHP01077,Metropolis Healthcare,Delhi,Ahmedabad,HC GOLD,3.52,2026-01-12,2026-01-17,390.99,Delayed
SHP01078,CryoViva India,Kolkata,Noida,HC SILVER,1.09,2026-04-20,2026-04-24,100.62,Delivered
SHP01079,Tata 1mg,Chandigarh,Kolkata,NFO,24.77,2026-02-27,2026-02-28,2218.98,Delivered
SHP01080,Tata 1mg,Gurugram,Kolkata,HC SILVER,15.31,2026-02-15,2026-02-23,1527.03,Delayed
SHP01081,CORE Diagnostics,Chandigarh,Kolkata,HC SILVER,17.34,2026-06-09,2026-06-12,1594.21,Delivered
SHP01082,Healthians,Hyderabad,Lucknow,HC SILVER,20.36,2026-01-20,,2191.98,In Transit
SHP01083,CORE Diagnostics,Noida,Lucknow,NFO,10.07,2026-05-03,2026-05-04,975.69,Delivered
SHP01084,Tata 1mg,Bengaluru,Noida,NFO,3.62,2026-04-09,2026-04-12,313.95,Delivered
SHP01085,Healthians,Kolkata,Chandigarh,NFO,23.63,2026-03-04,2026-03-08,2078.22,Delivered
SHP01086,Pathkind Labs,Hyderabad,Ahmedabad,HC SILVER,9.92,2026-05-29,2026-06-08,1031.13,Delayed
SHP01087,Tata 1mg,Lucknow,Mumbai,NFO,0.57,2026-01-05,2026-01-13,55.2,Delayed
SHP01088,Healthians,Gurugram,Delhi,NFO,21.31,2026-02-05,2026-02-11,2070.29,Delivered
SHP01089,Redcliffe Labs,Kolkata,Mumbai,HC SILVER,1.87,2026-02-05,2026-02-09,176.65,Delayed
SHP01090,Healthians,Delhi,Hyderabad,NFO,3.1,2026-05-29,2026-05-30,294.49,Delivered
SHP01091,Healthians,Delhi,Mumbai,NFO,6.5,2026-01-04,,609.64,In Transit
SHP01092,Oncquest Labs,Noida,Mumbai,HC GOLD,18.83,2026-06-28,2026-07-01,2224.2,Delivered
SHP01093,Metropolis Healthcare,Chandigarh,Delhi,NFO,1.97,2026-06-14,2026-06-18,171.77,Delayed
SHP01094,Suraksha Diagnostics,Delhi,Hyderabad,HC GOLD,21.96,2026-05-22,2026-05-31,2573.3,Delayed
SHP01095,CORE Diagnostics,Mumbai,Hyderabad,NFO,2.75,2026-04-07,2026-04-12,233.77,Delayed
SHP01096,Suraksha Diagnostics,Delhi,Bengaluru,NFO,18.78,2026-05-24,,1467.48,In Transit
SHP01097,Oncquest Labs,Lucknow,Hyderabad,NFO,16.23,2026-04-08,2026-04-10,1464.62,Delivered
SHP01098,Tata 1mg,Mumbai,Chennai,NFO,9.39,2026-03-27,2026-03-28,826.4,Delivered
SHP01099,Dr Lal PathLabs,Gurugram,Bengaluru,NFO,22.79,2026-02-18,2026-02-23,1759.11,Delivered
SHP01100,Dr Lal PathLabs,Bengaluru,Gurugram,HC GOLD,14.31,2026-05-04,2026-05-05,1950.53,Delivered
SHP01101,Metropolis Healthcare,Delhi,Kolkata,HC SILVER,12.76,2026-03-22,2026-03-30,1386.11,Delayed
SHP01102,Tata 1mg,Lucknow,Chandigarh,NFO,22.46,2026-05-09,2026-05-13,1729.49,Delayed
SHP01103,Dr Lal PathLabs,Kolkata,Pune,HC SILVER,1.42,2026-02-11,2026-02-18,124.07,Delayed
SHP01104,Redcliffe Labs,Chandigarh,Gurugram,HC SILVER,20.28,2026-06-17,,2080.03,In Transit
SHP01105,Dr Lal PathLabs,Pune,Ahmedabad,HC GOLD,23.29,2026-03-29,,2606.99,In Transit
SHP01106,Dr Lal PathLabs,Bengaluru,Kolkata,HC SILVER,11.06,2026-06-24,2026-07-01,1105.04,Delivered
SHP01107,Oncquest Labs,Noida,Chandigarh,NFO,0.87,2026-03-21,,84.47,In Transit
SHP01108,Tata 1mg,Gurugram,Pune,NFO,4.66,2026-03-17,2026-03-19,392.47,Delivered
SHP01109,CORE Diagnostics,Gurugram,Noida,HC GOLD,11.79,2026-05-02,,1583.39,In Transit
SHP01110,Tata 1mg,Chandigarh,Noida,HC SILVER,12.46,2026-04-04,2026-04-07,1248.71,Delivered
SHP01111,Oncquest Labs,Chandigarh,Noida,NFO,21.2,2026-03-22,2026-03-25,1849.73,Delivered
SHP01112,CryoViva India,Bengaluru,Lucknow,HC GOLD,16.27,2026-03-04,2026-03-10,1899.03,Delivered
SHP01113,Suraksha Diagnostics,Noida,Chandigarh,HC SILVER,5.96,2026-04-29,2026-04-30,600.52,Delivered
SHP01114,Tata 1mg,Hyderabad,Gurugram,NFO,3.15,2026-04-12,2026-04-16,245.29,Delivered
SHP01115,Oncquest Labs,Chennai,Chandigarh,NFO,18.66,2026-01-30,2026-02-03,1803.61,Delivered
SHP01116,Redcliffe Labs,Noida,Lucknow,NFO,1.27,2026-06-03,2026-06-07,106.91,Delivered
SHP01117,Redcliffe Labs,Kolkata,Pune,NFO,21.77,2026-06-25,2026-06-29,1746.87,Delivered
SHP01118,Metropolis Healthcare,Noida,Gurugram,NFO,7.81,2026-04-26,2026-05-03,708.6,Delayed
SHP01119,CryoViva India,Bengaluru,Noida,NFO,22.59,2026-03-29,2026-04-03,1959.33,Delivered
SHP01120,Suraksha Diagnostics,Pune,Noida,NFO,17.48,2026-04-10,2026-04-17,1410.98,Delayed
SHP01121,Dr Lal PathLabs,Lucknow,Chandigarh,HC GOLD,8.43,2026-03-23,2026-03-24,1146.6,Delivered
SHP01122,Tata 1mg,Hyderabad,Chennai,HC GOLD,17.01,2026-03-09,2026-03-16,2341.38,Delayed
SHP01123,Oncquest Labs,Noida,Lucknow,HC GOLD,14.67,2026-01-10,2026-01-15,1769.28,Delayed
SHP01124,Dr Lal PathLabs,Pune,Noida,NFO,9.03,2026-02-18,2026-02-23,760.6,Delivered
SHP01125,Pathkind Labs,Bengaluru,Chennai,HC SILVER,3.56,2026-05-08,2026-05-12,334.16,Delivered
SHP01126,Pathkind Labs,Pune,Kolkata,HC SILVER,8.73,2026-02-15,2026-02-19,861.02,Delivered
SHP01127,Suraksha Diagnostics,Noida,Ahmedabad,NFO,21.2,2026-06-26,2026-07-04,1938.09,Delayed
SHP01128,Tata 1mg,Gurugram,Noida,NFO,0.9,2026-04-16,2026-04-17,80.78,Delivered
SHP01129,Oncquest Labs,Pune,Gurugram,HC GOLD,20.24,2026-06-20,,2441.33,In Transit
SHP01130,Pathkind Labs,Mumbai,Pune,NFO,5.29,2026-05-01,2026-05-02,507.43,Delivered
SHP01131,Suraksha Diagnostics,Kolkata,Lucknow,NFO,9.68,2026-02-27,2026-03-04,876.01,Delivered
SHP01132,Redcliffe Labs,Bengaluru,Hyderabad,NFO,22.77,2026-01-09,2026-01-12,2148.72,Delivered
SHP01133,Healthians,Pune,Chandigarh,NFO,24.0,2026-04-21,2026-04-28,1934.26,Delayed
SHP01134,CryoViva India,Chandigarh,Kolkata,HC SILVER,14.66,2026-02-02,2026-02-09,1393.79,Delayed
SHP01135,CORE Diagnostics,Chennai,Ahmedabad,NFO,2.94,2026-02-02,2026-02-07,273.91,Delivered
SHP01136,Pathkind Labs,Chandigarh,Bengaluru,NFO,8.4,2026-01-24,2026-01-25,754.86,Delivered
SHP01137,CryoViva India,Ahmedabad,Noida,HC GOLD,13.82,2026-01-21,2026-01-29,1546.69,Delivered
SHP01138,Healthians,Hyderabad,Lucknow,NFO,16.49,2026-02-26,2026-03-01,1347.43,Delivered
SHP01139,CryoViva India,Kolkata,Bengaluru,NFO,23.41,2026-06-10,2026-06-17,2222.13,Delayed
SHP01140,Dr Lal PathLabs,Gurugram,Pune,NFO,3.97,2026-03-09,2026-03-13,380.7,Delivered
SHP01141,Tata 1mg,Mumbai,Hyderabad,NFO,1.04,2026-01-19,2026-01-25,84.21,Delayed
SHP01142,Healthians,Kolkata,Hyderabad,HC GOLD,11.55,2026-02-11,2026-02-14,1475.97,Delivered
SHP01143,CryoViva India,Chandigarh,Ahmedabad,NFO,8.9,2026-03-30,2026-04-09,784.2,Delayed
SHP01144,Metropolis Healthcare,Noida,Ahmedabad,HC SILVER,5.22,2026-01-08,2026-01-13,540.65,Delivered
SHP01145,Tata 1mg,Mumbai,Kolkata,HC SILVER,1.22,2026-02-05,2026-02-07,131.54,Delivered
SHP01146,Oncquest Labs,Bengaluru,Chennai,NFO,2.75,2026-05-22,2026-05-25,239.35,Delivered
SHP01147,Redcliffe Labs,Pune,Kolkata,NFO,5.35,2026-03-13,2026-03-17,496.41,Delivered
SHP01148,Redcliffe Labs,Bengaluru,Noida,HC SILVER,12.45,2026-04-25,2026-05-03,1305.72,Delayed
SHP01149,Dr Lal PathLabs,Ahmedabad,Gurugram,NFO,5.39,2026-04-01,2026-04-06,463.81,Delayed
SHP01150,Metropolis Healthcare,Delhi,Ahmedabad,HC GOLD,7.69,2026-06-15,2026-06-20,856.97,Delivered
SHP01151,CORE Diagnostics,Chennai,Hyderabad,NFO,2.28,2026-06-18,2026-06-23,180.35,Delivered
SHP01152,Healthians,Chennai,Delhi,NFO,14.4,2026-03-24,2026-03-28,1219.59,Delayed
SHP01153,Pathkind Labs,Ahmedabad,Mumbai,NFO,14.24,2026-06-05,2026-06-11,1295.77,Delayed
SHP01154,Healthians,Kolkata,Chennai,NFO,1.72,2026-05-07,2026-05-11,146.98,Delivered
SHP01155,CORE Diagnostics,Gurugram,Pune,HC GOLD,14.98,2026-03-02,2026-03-07,1907.1,Delivered
SHP01156,Oncquest Labs,Ahmedabad,Delhi,NFO,21.12,2026-04-14,2026-04-21,1633.24,Delayed
SHP01157,Tata 1mg,Chandigarh,Delhi,NFO,20.83,2026-04-17,2026-04-20,1746.57,Delivered
SHP01158,Healthians,Gurugram,Ahmedabad,NFO,1.65,2026-03-18,2026-03-22,160.14,Delivered
SHP01159,Dr Lal PathLabs,Gurugram,Kolkata,NFO,5.99,2026-01-03,2026-01-05,567.88,Delivered
SHP01160,Redcliffe Labs,Lucknow,Kolkata,NFO,5.18,2026-04-05,2026-04-10,491.82,Delivered
SHP01161,Tata 1mg,Bengaluru,Delhi,NFO,7.96,2026-03-09,2026-03-18,742.84,Delayed
SHP01162,CORE Diagnostics,Kolkata,Bengaluru,HC SILVER,14.79,2026-01-31,2026-02-02,1529.06,Delivered
SHP01163,Oncquest Labs,Kolkata,Lucknow,HC GOLD,13.28,2026-03-03,2026-03-08,1823.22,Delivered
SHP01164,Redcliffe Labs,Chennai,Pune,NFO,19.27,2026-01-22,2026-01-28,1744.2,Delayed
SHP01165,Tata 1mg,Lucknow,Mumbai,NFO,12.62,2026-02-24,2026-02-28,1090.98,Delayed
SHP01166,Oncquest Labs,Kolkata,Mumbai,NFO,5.61,2026-06-01,2026-06-10,519.82,Delayed
SHP01167,CORE Diagnostics,Bengaluru,Pune,HC SILVER,3.09,2026-02-03,2026-02-05,297.4,Delivered
SHP01168,Redcliffe Labs,Ahmedabad,Pune,HC GOLD,5.1,2026-03-13,2026-03-17,696.38,Delivered
SHP01169,Tata 1mg,Ahmedabad,Lucknow,NFO,21.97,2026-01-29,2026-01-31,1768.02,Delivered
SHP01170,Pathkind Labs,Delhi,Pune,NFO,7.01,2026-05-21,2026-05-22,558.7,Delivered
SHP01171,Pathkind Labs,Pune,Kolkata,NFO,11.31,2026-04-05,2026-04-06,1041.14,Delivered
SHP01172,Metropolis Healthcare,Kolkata,Mumbai,NFO,4.83,2026-03-12,2026-03-22,422.72,Delayed
SHP01173,CryoViva India,Gurugram,Lucknow,HC GOLD,23.99,2026-02-26,2026-02-27,3004.91,Delivered
SHP01174,Pathkind Labs,Mumbai,Gurugram,NFO,6.05,2026-06-08,2026-06-12,491.09,Delivered
SHP01175,Oncquest Labs,Lucknow,Bengaluru,NFO,19.75,2026-03-30,2026-04-08,1631.74,Delayed
